formula,pattern,template_formula,template_file,roles,chalcogen,halide,charge_check
LaGe3S4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:La,S,Br,sum(role_charge*stoich)=2*Ch+X
LaGe3S4I,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:La,S,I,sum(role_charge*stoich)=2*Ch+X
LaGe3Se4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:La,Se,F,sum(role_charge*stoich)=2*Ch+X
LaGe3Se4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:La,Se,Cl,sum(role_charge*stoich)=2*Ch+X
LaGe3Se4Br,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:La,Se,Br,sum(role_charge*stoich)=2*Ch+X
LaGe3Se4I,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:La,Se,I,sum(role_charge*stoich)=2*Ch+X
LaGe3Te4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:La,Te,F,sum(role_charge*stoich)=2*Ch+X
LaGe3Te4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:La,Te,Cl,sum(role_charge*stoich)=2*Ch+X
LaGe3Te4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:La,Te,Br,sum(role_charge*stoich)=2*Ch+X
LaGe3Te4I,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:La,Te,I,sum(role_charge*stoich)=2*Ch+X
LuGe3S4F,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Ge;C1:Lu,S,F,sum(role_charge*stoich)=2*Ch+X
LuGe3S4Cl,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Ge;C1:Lu,S,Cl,sum(role_charge*stoich)=2*Ch+X
LuGe3S4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Lu,S,Br,sum(role_charge*stoich)=2*Ch+X
LuGe3S4I,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Lu,S,I,sum(role_charge*stoich)=2*Ch+X
LuGe3Se4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Lu,Se,F,sum(role_charge*stoich)=2*Ch+X
LuGe3Se4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Lu,Se,Cl,sum(role_charge*stoich)=2*Ch+X
LuGe3Se4Br,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Lu,Se,Br,sum(role_charge*stoich)=2*Ch+X
LuGe3Se4I,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Lu,Se,I,sum(role_charge*stoich)=2*Ch+X
LuGe3Te4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Lu,Te,F,sum(role_charge*stoich)=2*Ch+X
LuGe3Te4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Lu,Te,Cl,sum(role_charge*stoich)=2*Ch+X
LuGe3Te4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Lu,Te,Br,sum(role_charge*stoich)=2*Ch+X
LuGe3Te4I,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Lu,Te,I,sum(role_charge*stoich)=2*Ch+X
TiGe3S4F,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Ge;C1:Ti,S,F,sum(role_charge*stoich)=2*Ch+X
TiGe3S4Cl,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Ge;C1:Ti,S,Cl,sum(role_charge*stoich)=2*Ch+X
TiGe3S4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Ti,S,Br,sum(role_charge*stoich)=2*Ch+X
TiGe3S4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Ti,S,I,sum(role_charge*stoich)=2*Ch+X
TiGe3Se4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Ti,Se,F,sum(role_charge*stoich)=2*Ch+X
TiGe3Se4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Ti,Se,Cl,sum(role_charge*stoich)=2*Ch+X
TiGe3Se4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Ti,Se,Br,sum(role_charge*stoich)=2*Ch+X
TiGe3Se4I,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Ti,Se,I,sum(role_charge*stoich)=2*Ch+X
TiGe3Te4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Ti,Te,F,sum(role_charge*stoich)=2*Ch+X
TiGe3Te4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Ti,Te,Cl,sum(role_charge*stoich)=2*Ch+X
TiGe3Te4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Ti,Te,Br,sum(role_charge*stoich)=2*Ch+X
TiGe3Te4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Ti,Te,I,sum(role_charge*stoich)=2*Ch+X
VGe3S4F,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Ge;C1:V,S,F,sum(role_charge*stoich)=2*Ch+X
VGe3S4Cl,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Ge;C1:V,S,Cl,sum(role_charge*stoich)=2*Ch+X
VGe3S4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:V,S,Br,sum(role_charge*stoich)=2*Ch+X
VGe3S4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:V,S,I,sum(role_charge*stoich)=2*Ch+X
VGe3Se4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:V,Se,F,sum(role_charge*stoich)=2*Ch+X
VGe3Se4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:V,Se,Cl,sum(role_charge*stoich)=2*Ch+X
VGe3Se4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:V,Se,Br,sum(role_charge*stoich)=2*Ch+X
VGe3Se4I,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:V,Se,I,sum(role_charge*stoich)=2*Ch+X
VGe3Te4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:V,Te,F,sum(role_charge*stoich)=2*Ch+X
VGe3Te4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:V,Te,Cl,sum(role_charge*stoich)=2*Ch+X
VGe3Te4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:V,Te,Br,sum(role_charge*stoich)=2*Ch+X
VGe3Te4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:V,Te,I,sum(role_charge*stoich)=2*Ch+X
NbGe3S4F,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Ge;C1:Nb,S,F,sum(role_charge*stoich)=2*Ch+X
NbGe3S4Cl,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Ge;C1:Nb,S,Cl,sum(role_charge*stoich)=2*Ch+X
NbGe3S4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Nb,S,Br,sum(role_charge*stoich)=2*Ch+X
NbGe3S4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Nb,S,I,sum(role_charge*stoich)=2*Ch+X
NbGe3Se4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Nb,Se,F,sum(role_charge*stoich)=2*Ch+X
NbGe3Se4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Nb,Se,Cl,sum(role_charge*stoich)=2*Ch+X
NbGe3Se4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Nb,Se,Br,sum(role_charge*stoich)=2*Ch+X
NbGe3Se4I,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Nb,Se,I,sum(role_charge*stoich)=2*Ch+X
NbGe3Te4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Nb,Te,F,sum(role_charge*stoich)=2*Ch+X
NbGe3Te4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Nb,Te,Cl,sum(role_charge*stoich)=2*Ch+X
NbGe3Te4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Nb,Te,Br,sum(role_charge*stoich)=2*Ch+X
NbGe3Te4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Nb,Te,I,sum(role_charge*stoich)=2*Ch+X
Ge3MoS4F,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Ge;C1:Mo,S,F,sum(role_charge*stoich)=2*Ch+X
Ge3MoS4Cl,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Ge;C1:Mo,S,Cl,sum(role_charge*stoich)=2*Ch+X
Ge3MoS4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Mo,S,Br,sum(role_charge*stoich)=2*Ch+X
Ge3MoS4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Mo,S,I,sum(role_charge*stoich)=2*Ch+X
Ge3MoSe4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Mo,Se,F,sum(role_charge*stoich)=2*Ch+X
Ge3MoSe4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Mo,Se,Cl,sum(role_charge*stoich)=2*Ch+X
Ge3MoSe4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Mo,Se,Br,sum(role_charge*stoich)=2*Ch+X
Ge3MoSe4I,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Mo,Se,I,sum(role_charge*stoich)=2*Ch+X
Ge3Te4MoF,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Mo,Te,F,sum(role_charge*stoich)=2*Ch+X
Ge3Te4MoCl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Mo,Te,Cl,sum(role_charge*stoich)=2*Ch+X
Ge3Te4MoBr,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Mo,Te,Br,sum(role_charge*stoich)=2*Ch+X
Ge3Te4MoI,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Mo,Te,I,sum(role_charge*stoich)=2*Ch+X
ZrGe3S4F,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Ge;C1:Zr,S,F,sum(role_charge*stoich)=2*Ch+X
ZrGe3S4Cl,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Ge;C1:Zr,S,Cl,sum(role_charge*stoich)=2*Ch+X
ZrGe3S4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Zr,S,Br,sum(role_charge*stoich)=2*Ch+X
ZrGe3S4I,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Zr,S,I,sum(role_charge*stoich)=2*Ch+X
ZrGe3Se4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Zr,Se,F,sum(role_charge*stoich)=2*Ch+X
ZrGe3Se4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Zr,Se,Cl,sum(role_charge*stoich)=2*Ch+X
ZrGe3Se4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Zr,Se,Br,sum(role_charge*stoich)=2*Ch+X
ZrGe3Se4I,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Zr,Se,I,sum(role_charge*stoich)=2*Ch+X
ZrGe3Te4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Zr,Te,F,sum(role_charge*stoich)=2*Ch+X
ZrGe3Te4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Zr,Te,Cl,sum(role_charge*stoich)=2*Ch+X
ZrGe3Te4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Zr,Te,Br,sum(role_charge*stoich)=2*Ch+X
ZrGe3Te4I,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Zr,Te,I,sum(role_charge*stoich)=2*Ch+X
HfGe3S4F,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Ge;C1:Hf,S,F,sum(role_charge*stoich)=2*Ch+X
HfGe3S4Cl,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Ge;C1:Hf,S,Cl,sum(role_charge*stoich)=2*Ch+X
HfGe3S4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Hf,S,Br,sum(role_charge*stoich)=2*Ch+X
HfGe3S4I,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Hf,S,I,sum(role_charge*stoich)=2*Ch+X
HfGe3Se4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Hf,Se,F,sum(role_charge*stoich)=2*Ch+X
HfGe3Se4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Hf,Se,Cl,sum(role_charge*stoich)=2*Ch+X
HfGe3Se4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Hf,Se,Br,sum(role_charge*stoich)=2*Ch+X
HfGe3Se4I,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Hf,Se,I,sum(role_charge*stoich)=2*Ch+X
HfGe3Te4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Hf,Te,F,sum(role_charge*stoich)=2*Ch+X
HfGe3Te4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Hf,Te,Cl,sum(role_charge*stoich)=2*Ch+X
HfGe3Te4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Hf,Te,Br,sum(role_charge*stoich)=2*Ch+X
HfGe3Te4I,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Hf,Te,I,sum(role_charge*stoich)=2*Ch+X
TaGe3S4F,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Ge;C1:Ta,S,F,sum(role_charge*stoich)=2*Ch+X
TaGe3S4Cl,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Ge;C1:Ta,S,Cl,sum(role_charge*stoich)=2*Ch+X
TaGe3S4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Ta,S,Br,sum(role_charge*stoich)=2*Ch+X
TaGe3S4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Ta,S,I,sum(role_charge*stoich)=2*Ch+X
TaGe3Se4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Ta,Se,F,sum(role_charge*stoich)=2*Ch+X
TaGe3Se4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Ta,Se,Cl,sum(role_charge*stoich)=2*Ch+X
TaGe3Se4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Ta,Se,Br,sum(role_charge*stoich)=2*Ch+X
TaGe3Se4I,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Ta,Se,I,sum(role_charge*stoich)=2*Ch+X
TaGe3Te4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Ta,Te,F,sum(role_charge*stoich)=2*Ch+X
TaGe3Te4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Ta,Te,Cl,sum(role_charge*stoich)=2*Ch+X
TaGe3Te4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Ta,Te,Br,sum(role_charge*stoich)=2*Ch+X
TaGe3Te4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Ta,Te,I,sum(role_charge*stoich)=2*Ch+X
Ge3WS4F,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Ge;C1:W,S,F,sum(role_charge*stoich)=2*Ch+X
Ge3WS4Cl,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Ge;C1:W,S,Cl,sum(role_charge*stoich)=2*Ch+X
Ge3WS4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:W,S,Br,sum(role_charge*stoich)=2*Ch+X
Ge3WS4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:W,S,I,sum(role_charge*stoich)=2*Ch+X
Ge3WSe4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:W,Se,F,sum(role_charge*stoich)=2*Ch+X
Ge3WSe4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:W,Se,Cl,sum(role_charge*stoich)=2*Ch+X
Ge3WSe4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:W,Se,Br,sum(role_charge*stoich)=2*Ch+X
Ge3WSe4I,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:W,Se,I,sum(role_charge*stoich)=2*Ch+X
Ge3Te4WF,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:W,Te,F,sum(role_charge*stoich)=2*Ch+X
Ge3Te4WCl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:W,Te,Cl,sum(role_charge*stoich)=2*Ch+X
Ge3Te4WBr,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:W,Te,Br,sum(role_charge*stoich)=2*Ch+X
Ge3Te4WI,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:W,Te,I,sum(role_charge*stoich)=2*Ch+X
FeGe3S4F,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Fe,S,F,sum(role_charge*stoich)=2*Ch+X
FeGe3S4Cl,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Fe,S,Cl,sum(role_charge*stoich)=2*Ch+X
FeGe3S4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Fe,S,Br,sum(role_charge*stoich)=2*Ch+X
FeGe3S4I,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Fe,S,I,sum(role_charge*stoich)=2*Ch+X
FeGe3Se4F,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Fe,Se,F,sum(role_charge*stoich)=2*Ch+X
FeGe3Se4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Fe,Se,Cl,sum(role_charge*stoich)=2*Ch+X
FeGe3Se4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Fe,Se,Br,sum(role_charge*stoich)=2*Ch+X
FeGe3Se4I,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Fe,Se,I,sum(role_charge*stoich)=2*Ch+X
FeGe3Te4F,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Fe,Te,F,sum(role_charge*stoich)=2*Ch+X
FeGe3Te4Cl,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Fe,Te,Cl,sum(role_charge*stoich)=2*Ch+X
FeGe3Te4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Fe,Te,Br,sum(role_charge*stoich)=2*Ch+X
FeGe3Te4I,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Fe,Te,I,sum(role_charge*stoich)=2*Ch+X
Ge3RuS4F,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Ge;C1:Ru,S,F,sum(role_charge*stoich)=2*Ch+X
Ge3RuS4Cl,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Ge;C1:Ru,S,Cl,sum(role_charge*stoich)=2*Ch+X
Ge3RuS4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Ru,S,Br,sum(role_charge*stoich)=2*Ch+X
Ge3RuS4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Ru,S,I,sum(role_charge*stoich)=2*Ch+X
Ge3RuSe4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Ru,Se,F,sum(role_charge*stoich)=2*Ch+X
Ge3RuSe4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Ru,Se,Cl,sum(role_charge*stoich)=2*Ch+X
Ge3RuSe4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Ru,Se,Br,sum(role_charge*stoich)=2*Ch+X
Ge3RuSe4I,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Ru,Se,I,sum(role_charge*stoich)=2*Ch+X
Ge3Te4RuF,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Ru,Te,F,sum(role_charge*stoich)=2*Ch+X
Ge3Te4RuCl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Ru,Te,Cl,sum(role_charge*stoich)=2*Ch+X
Ge3Te4RuBr,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Ru,Te,Br,sum(role_charge*stoich)=2*Ch+X
Ge3Te4RuI,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Ru,Te,I,sum(role_charge*stoich)=2*Ch+X
Ge3RhS4F,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Ge;C1:Rh,S,F,sum(role_charge*stoich)=2*Ch+X
Ge3RhS4Cl,B3C1_Ch4_X1,Ba3GaS4Cl,mp-1198976.cif,B3:Ge;C1:Rh,S,Cl,sum(role_charge*stoich)=2*Ch+X
Ge3RhS4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Rh,S,Br,sum(role_charge*stoich)=2*Ch+X
Ge3RhS4I,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Rh,S,I,sum(role_charge*stoich)=2*Ch+X
Ge3RhSe4F,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Rh,Se,F,sum(role_charge*stoich)=2*Ch+X
Ge3RhSe4Cl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Rh,Se,Cl,sum(role_charge*stoich)=2*Ch+X
Ge3RhSe4Br,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Rh,Se,Br,sum(role_charge*stoich)=2*Ch+X
Ge3RhSe4I,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Rh,Se,I,sum(role_charge*stoich)=2*Ch+X
Ge3Te4RhF,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Rh,Te,F,sum(role_charge*stoich)=2*Ch+X
Ge3Te4RhCl,B3C1_Ch4_X1,Ba3GaSe4Cl,mp-1205081.cif,B3:Ge;C1:Rh,Te,Cl,sum(role_charge*stoich)=2*Ch+X
Ge3Te4RhBr,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Rh,Te,Br,sum(role_charge*stoich)=2*Ch+X
Ge3Te4RhI,B3C1_Ch4_X1,Ba3GaS4Br,mp-1204726.cif,B3:Ge;C1:Rh,Te,I,sum(role_charge*stoich)=2*Ch+X
Ge3BiS4F,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Ge;C1:Bi,S,F,sum(role_charge*stoich)=2*Ch+X
Ge3BiS4Cl,B3C1_Ch4_X1,Ba3InS4Cl,mp-1205371.cif,B3:Ge;C1:Bi,S,Cl,sum(role_charge*stoich)=2*Ch+X
Ge3BiS4Br,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Bi,S,Br,sum(role_charge*stoich)=2*Ch+X
Ge3BiS4I,B3C1_Ch4_X1,Ba3FeS4Br,mp-1195713.cif,B3:Ge;C1:Bi,S,I,sum(role_charge*stoich)=2*Ch+X
Ge3BiSe4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Bi,Se,F,sum(role_charge*stoich)=2*Ch+X
Ge3BiSe4Cl,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Bi,Se,Cl,sum(role_charge*stoich)=2*Ch+X
Ge3BiSe4Br,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Bi,Se,Br,sum(role_charge*stoich)=2*Ch+X
Ge3BiSe4I,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Bi,Se,I,sum(role_charge*stoich)=2*Ch+X
Ge3BiTe4F,B3C1_Ch4_X1,Ba3InSe4Cl,mp-1105941.cif,B3:Ge;C1:Bi,Te,F,sum(role_charge*stoich)=2*Ch+X
